Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
LTC,2021-04-27,242.5863586142,224.1899899042,248.4246900415,221.760076753
LTC,2021-04-28,259.2107798086,247.6565221263,263.4729790325,244.1142158212
LTC,2021-04-29,257.7763270258,260.1077760823,266.6848109094,248.5553453811
LTC,2021-04-30,254.3849819028,258.7957973986,262.8941714362,248.8044300846
LTC,2021-05-01,269.800891908,255.5474998489,271.0255776486,252.9104354713
LTC,2021-05-02,272.8336635632,271.342803263,274.6782019886,266.030392602
LTC,2021-05-03,267.7607302694,276.8257365633,277.416171893,265.1817969009
LTC,2021-05-04,293.921341869,269.1399311309,299.7295111929,268.7827214187
LTC,2021-05-05,304.1684699473,294.9824845796,327.6863883226,275.6011341342
LTC,2021-05-06,352.9512389442,305.5406347706,359.9026130816,301.4405839811
LTC,2021-05-07,343.8440604031,356.1465178288,364.7646629184,323.2452368462
LTC,2021-05-08,334.7331683256,354.6376169814,372.8285132264,334.4890116563
LTC,2021-05-09,350.0846042199,345.5930160066,357.2234955735,335.1827691887
LTC,2021-05-10,382.9941668551,347.7454821832,386.5469599044,334.9877405337
LTC,2021-05-11,367.1044351921,388.2159760117,412.6542323315,336.1721097584
LTC,2021-05-12,371.6897854468,359.489930718,374.98285232,345.5959404462
LTC,2021-05-13,337.1571595178,378.2299325477,392.852291487,333.1624895322
LTC,2021-05-14,312.4601827458,309.8340296566,333.1944677276,291.8557981087
LTC,2021-05-15,327.4277230071,318.1192815076,339.4921633307,308.7000523687
LTC,2021-05-16,305.4737878299,326.832648396,332.1502150112,296.9743465224
LTC,2021-05-17,290.5481301025,300.4625113026,323.8958942528,279.5481846034
LTC,2021-05-18,276.3768324824,296.0701129546,296.3932849436,261.2617558892
LTC,2021-05-19,298.8880490266,281.5926789436,318.2362966497,278.6777953745
LTC,2021-05-20,207.5122471424,294.4206439967,300.5383453236,148.0554616928
LTC,2021-05-21,204.9770602682,186.6315163804,227.1186823134,169.686007463
LTC,2021-05-22,176.5757247188,211.3393553202,218.7611888987,157.1265626133
LTC,2021-05-23,171.4895334009,180.3615524186,184.6374552721,162.1576623801
LTC,2021-05-24,142.4317795999,169.5830289159,176.4415011875,118.4738103123
LTC,2021-05-25,175.682016545,142.6871313718,183.2671338409,140.2323564394
LTC,2021-05-26,179.4774896494,185.5568889831,193.9681036949,167.5908568679
LTC,2021-05-27,194.101339101,184.006891277,204.4578554566,179.8957615106
LTC,2021-05-28,194.8911979371,199.2417430901,208.7614086556,180.8658157697
LTC,2021-05-29,172.645255994,194.3092905376,198.9403294634,166.4655387021
LTC,2021-05-30,163.0542855748,177.457602247,188.7332963487,157.9119528821
LTC,2021-05-31,171.0756746404,164.1479268942,181.1967310158,155.5407407096
LTC,2021-06-01,184.5739447916,170.6826302589,186.9763720892,163.8136913023
LTC,2021-06-02,181.9709062156,188.0653136151,192.7956110377,176.0676019385
LTC,2021-06-03,185.2252079442,182.9543251981,191.2765811132,178.4139242565
LTC,2021-06-04,191.5658145074,187.2252902516,197.6482878049,182.1175135945
LTC,2021-06-05,180.7192800815,193.5344250159,193.7879149905,169.3052680232
LTC,2021-06-06,170.0332115077,178.6964560784,185.6909408438,168.3736627838
LTC,2021-06-07,173.5099125196,173.1264592614,180.0894013873,172.3877966353
LTC,2021-06-08,164.532482007,176.4527335664,182.3194100452,162.2404495292
LTC,2021-06-09,161.1931394234,162.0368144282,164.5381843481,145.14678512
LTC,2021-06-10,171.4899979485,160.788747219,173.2268569959,152.5987098862
LTC,2021-06-11,168.5589071109,172.5290042156,174.6758977486,162.2948234826
LTC,2021-06-12,162.9725567369,168.176297644,173.7861255625,160.7015549119
LTC,2021-06-13,162.3359997763,162.8333189517,164.3037418027,154.7496438294
LTC,2021-06-14,171.3205275647,161.8913877379,171.4409722097,156.7211360099
LTC,2021-06-15,175.1402458526,170.8795008109,177.9442013042,166.3940225019
LTC,2021-06-16,175.6365590176,179.9611405747,181.1535691125,172.2756890176
LTC,2021-06-17,167.0620870816,175.2052979987,177.2803588803,164.5383550385
LTC,2021-06-18,165.0182246786,166.5434625027,173.3913251738,163.0491918582
LTC,2021-06-19,155.4870903315,167.1328500417,167.236148646,152.1108322342
LTC,2021-06-20,153.8844149675,156.4742303739,160.9058869174,153.7301046012
LTC,2021-06-21,155.7770067963,152.6731476575,156.1191241824,143.9740990035
LTC,2021-06-22,126.8254170594,154.8712367629,155.4377716536,126.3033893937
LTC,2021-06-23,119.4648907966,124.4956663328,133.0042373006,105.9086904895
LTC,2021-06-24,127.2515818475,119.7615075829,133.6571997621,115.5931198655
LTC,2021-06-25,134.0884929974,129.0945170873,137.318405503,123.8304442621
LTC,2021-06-26,125.940906914,134.5264127474,138.3954508853,125.1065731274
LTC,2021-06-27,124.3487343301,125.1063989475,129.4098883799,119.1911889251
LTC,2021-06-28,130.9003347173,126.8822493803,131.1119988725,124.753020998
LTC,2021-06-29,137.6539208202,132.6045747399,138.9427341269,130.0577581276
LTC,2021-06-30,144.6617865079,137.6241966953,148.9495964581,137.334195133
LTC,2021-07-01,143.6963019857,144.1502337868,146.826423561,136.1683360215
LTC,2021-07-02,138.0838991213,144.2552284987,144.2879282137,134.2786062979
LTC,2021-07-03,135.0963160526,137.1492572985,138.8995512596,130.6728550032
LTC,2021-07-04,138.4962935611,136.8634465232,141.3049913921,134.9224200035
LTC,2021-07-05,146.4013334929,140.1290401968,147.9360709784,136.8829413207
LTC,2021-07-06,139.9961597438,144.8445507509,144.9323599358,134.8283045015
LTC,2021-07-07,138.093300147,137.7804672103,142.6535920223,135.7490928667
LTC,2021-07-08,138.4749433238,138.8349838327,142.8470295498,136.9797772233
LTC,2021-07-09,130.2115198159,137.4063888206,137.7170998155,127.9721652911
LTC,2021-07-10,135.3386574846,132.1281926938,135.7684723915,126.1151188135
LTC,2021-07-11,133.5876948957,134.5242735018,136.750303386,130.3577017048
LTC,2021-07-12,134.5131586489,133.9394404621,136.3799568541,132.0973568519
LTC,2021-07-13,133.2633464591,134.1797503005,139.6172103066,131.8645059957
LTC,2021-07-14,130.6213565041,133.3432098834,134.3592604365,129.6399542922
LTC,2021-07-15,131.7293254741,131.3968774022,132.3376530888,123.9138730225
LTC,2021-07-16,125.6411403114,131.054212823,133.0227683473,122.0700199909
LTC,2021-07-17,122.5395206087,125.7562345833,127.7667152161,120.4838002953
LTC,2021-07-18,120.4526522243,120.682260879,122.8675561328,117.8031348868
LTC,2021-07-19,118.3611376691,119.9854126607,123.990751322,116.4571510093
LTC,2021-07-20,114.3726563477,119.2161496354,120.4717414609,111.8165090679
LTC,2021-07-21,107.2720423616,113.1532083783,115.0422023022,104.0945875848
LTC,2021-07-22,117.109193926,107.3305617718,119.1847065419,105.1532975206
LTC,2021-07-23,119.9134321625,117.7018754891,122.0813896233,115.7385902847
LTC,2021-07-24,122.2690718521,120.7071846181,122.3394516991,117.1342868234
LTC,2021-07-25,124.6373597312,124.2900130899,127.4807134588,123.4355966334
LTC,2021-07-26,124.9154031016,126.0891915642,128.1068397491,123.838204416
LTC,2021-07-27,131.2592499808,127.7252740165,140.4412041322,127.0235958003
LTC,2021-07-28,134.3714859058,131.1313640582,134.5702039759,127.4912067887
LTC,2021-07-29,140.8685266746,134.7941411925,142.0078474088,132.8555669061
LTC,2021-07-30,140.5754852108,140.4754008691,141.3067231274,136.9478775904
LTC,2021-07-31,144.2450942932,141.4735811875,145.1650836153,135.9873675838
LTC,2021-08-01,145.5102872368,145.4936199436,146.4927970484,141.9259449685
LTC,2021-08-02,142.9140240283,144.3568105549,149.6167447072,142.4941707351
LTC,2021-08-03,141.139243695,140.4082210707,145.8866083677,138.987130169
LTC,2021-08-04,139.7247986999,141.4067098726,143.1195562196,135.8201011267
LTC,2021-08-05,143.8471142856,138.4470839863,144.4545604617,136.2039840132
LTC,2021-08-06,144.1805934155,142.5682353435,145.2075183733,137.15638281
LTC,2021-08-07,147.6658792536,143.5328461302,150.8903341651,142.1876992645
LTC,2021-08-08,154.6044648867,147.8958079604,156.3040230356,147.1574170456
LTC,2021-08-09,150.5764834345,155.9376430989,157.5318780086,147.0644473785
LTC,2021-08-10,167.0315595515,149.7187915068,170.7321673269,145.3034656131
LTC,2021-08-11,165.4993825118,166.3521007498,168.3587796216,158.9856234511
LTC,2021-08-12,169.9773853014,165.4499547634,176.0866326936,164.3304650698
LTC,2021-08-13,163.0112325375,170.714658747,179.7521607499,161.4564557531
LTC,2021-08-14,181.6226913077,165.420897975,182.8235458601,164.1699986841
LTC,2021-08-15,180.9755352494,183.3644727669,184.9844741165,175.0054435941
LTC,2021-08-16,185.052296067,182.8641186721,186.5951737469,176.4493512241
LTC,2021-08-17,181.1070158047,184.7664760473,189.1202337731,177.7410288327
LTC,2021-08-18,171.1847343333,178.0911949471,184.3517418542,168.1607506346
LTC,2021-08-19,167.4642286379,168.6479150397,174.2756947493,163.1492167205
LTC,2021-08-20,173.5741580368,166.8062279053,175.028546371,162.7535254311
LTC,2021-08-21,181.6962212505,175.5461107322,183.9165242725,174.1661018293
LTC,2021-08-22,181.078745831,183.6806173835,184.281733508,177.1630170888
LTC,2021-08-23,182.0527346222,179.7947780938,189.7391006266,178.7967951336
LTC,2021-08-24,187.048795302,186.0760468074,191.7354888116,183.6960268167
LTC,2021-08-25,176.3041870707,187.0820755836,188.5782783559,172.4390026557
LTC,2021-08-26,177.2145911268,173.5507945691,178.9789990125,169.2643141591
LTC,2021-08-27,170.7379248122,177.8647079387,180.0221845081,165.1254631052
LTC,2021-08-28,175.1175336897,167.7830283275,175.9160976656,165.1849803794
LTC,2021-08-29,174.4439247329,176.3049993334,177.1303389468,171.4568567839
LTC,2021-08-30,176.4748514495,175.7174883227,182.7000857463,173.2705116942
LTC,2021-08-31,171.5221657539,174.4786133891,176.561591497,168.060609364
LTC,2021-09-01,169.5765417857,167.4005535619,175.3838516426,165.773911994
LTC,2021-09-02,180.202887874,171.586392883,182.7319363933,168.9257039642
LTC,2021-09-03,186.7411216935,180.9324318753,187.9454445094,179.7335869148
LTC,2021-09-04,207.7181908301,183.417964791,217.5324735861,179.9920179834
LTC,2021-09-05,212.9897068549,213.0284849152,225.254626174,208.6284306642
LTC,2021-09-06,224.888343887,212.0311007545,229.4151883754,210.6291849757
LTC,2021-09-07,221.0602866191,232.256389355,232.3225665577,215.4763412204
LTC,2021-09-08,178.1958621195,219.4901839757,221.9974652639,163.8555505244
LTC,2021-09-09,182.781025325,178.4121660124,188.8201272915,169.5371779786
LTC,2021-09-10,181.0227046887,179.7129440105,188.6773929658,176.824221427
LTC,2021-09-11,173.58823974,180.4791032288,187.3641662658,170.982907486
LTC,2021-09-12,178.8723230483,174.1496942932,186.0955449597,173.5424984316
LTC,2021-09-13,182.3336351023,178.6311225904,186.0920051247,175.3036188649
LTC,2021-09-14,182.1530475106,183.0618893233,228.7680491511,170.93903405
LTC,2021-09-15,181.7407404296,179.399426789,188.1845892013,176.2467573236
LTC,2021-09-16,188.1281681224,183.0907164549,191.3153973093,179.8385841899
LTC,2021-09-17,184.6159057533,189.164446212,195.2311951716,182.1031566645
LTC,2021-09-18,180.5496961538,185.33546434,188.5321296503,177.7530676337
LTC,2021-09-19,180.780194571,179.8802344906,185.0770359413,178.1195325682
LTC,2021-09-20,173.8241769646,181.4184685618,181.666449782,173.1867643126
LTC,2021-09-21,160.2134820416,175.6579438886,175.9577924188,153.6759414366
LTC,2021-09-22,149.7416462114,157.1807300116,162.0686433007,144.8277444624
LTC,2021-09-23,161.2341476789,148.4262083647,161.8245309344,145.5815085439
LTC,2021-09-24,163.2261953156,161.5064255841,164.8520493813,157.5360701144
LTC,2021-09-25,151.4111944164,163.9966287545,166.5166467513,142.0418756276
LTC,2021-09-26,151.8672477219,152.2561770512,155.8160345471,149.070925177
LTC,2021-09-27,152.2428893053,151.0787930041,153.4628991488,142.2373041744
LTC,2021-09-28,148.9619756105,150.8043336969,154.9556306254,147.0299852307
LTC,2021-09-29,142.707963571,145.1093204287,148.8023474026,142.2155466851
LTC,2021-09-30,144.2379507373,140.5987886844,150.0738884911,139.9680314308
LTC,2021-10-01,153.353143238,144.758856204,154.2928420355,143.9831333882
LTC,2021-10-02,164.993304176,153.2915010541,168.125184717,152.2906439945
LTC,2021-10-03,171.6755003163,166.1881376974,172.7172538652,164.697138869
LTC,2021-10-04,171.0961320409,168.9649861258,174.8999728934,166.0555558121
LTC,2021-10-05,166.3604239677,170.5671077744,170.8551618673,161.5945619012
LTC,2021-10-06,174.4874361015,167.5448541581,175.4345948094,166.6947363683
LTC,2021-10-07,180.5859372882,173.8223356661,182.899279477,164.0352563072
LTC,2021-10-08,177.38958638,178.3998691802,186.4940477174,173.5026162647
LTC,2021-10-09,177.0075529846,178.5591220125,183.2095422826,174.7187856307
LTC,2021-10-10,180.0997602576,175.8560156565,182.8271058,174.595401545
LTC,2021-10-11,175.0134441135,179.8672109132,183.9080494618,174.4154007612
LTC,2021-10-12,178.8188208496,174.9001015648,185.3324101949,172.5719093097
LTC,2021-10-13,172.4669176116,179.1789890126,179.225820057,166.8862880471
LTC,2021-10-14,178.6877744843,172.6019808158,178.9429501273,167.7372259969
LTC,2021-10-15,180.0289366854,177.5921177766,186.3894041487,176.9681290757
LTC,2021-10-16,189.1602377157,181.2754202722,192.7257626199,176.8357331845
LTC,2021-10-17,186.5125649456,189.495305608,192.4234627955,185.0295957421
LTC,2021-10-18,183.1500768918,185.8950869464,187.832822952,176.5602232442
LTC,2021-10-19,184.6891331066,183.6781505291,187.1568752155,178.6114919027
LTC,2021-10-20,187.182902592,185.5921235735,191.5307127523,183.2835630093
LTC,2021-10-21,206.1483204854,188.7848326153,209.229773111,185.6721965477
LTC,2021-10-22,197.5690402739,207.2750143659,214.5124004629,195.7846249156
LTC,2021-10-23,190.6694375526,196.7965919439,201.3641069981,188.059548672
LTC,2021-10-24,195.2998450314,190.9553908704,197.549123065,189.0381168541
LTC,2021-10-25,189.8994236928,196.3495919531,199.7134197494,185.4463698365
LTC,2021-10-26,195.275407774,190.4609955989,197.3439649773,189.7008521722
LTC,2021-10-27,192.1820223715,195.4216801568,197.413201685,190.4645467569
LTC,2021-10-28,182.6868694183,197.5412526644,204.8644448484,171.9744539677
LTC,2021-10-29,191.1497073239,179.3436504987,194.5197145772,177.8546745763
LTC,2021-10-30,196.5352288923,189.894372981,196.8880728032,188.3663553511
LTC,2021-10-31,188.1731068331,196.5876491795,197.2545891937,186.8116804413
LTC,2021-11-01,191.9924686597,190.346149444,195.2194332109,186.8965739591
