Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2021-04-14,2280.9078630653,2137.2770470089,2315.936260515,2135.7268702877
ETH,2021-04-15,2427.8050868766,2299.0545071039,2438.9820496353,2282.7455765206
ETH,2021-04-16,2538.0625778344,2432.6930179144,2542.4273568582,2401.6381877396
ETH,2021-04-17,2438.4295943481,2516.3931678179,2541.5489656186,2328.8307180376
ETH,2021-04-18,2374.755809849,2426.476182434,2495.9216094439,2320.2850168398
ETH,2021-04-19,2249.0086956254,2323.3844151805,2344.3695980676,1978.2242471669
ETH,2021-04-20,2201.6483511822,2242.321493472,2278.9213763161,2086.2029451837
ETH,2021-04-21,2329.1773316843,2164.4719607254,2348.5936136231,2056.2511401256
ETH,2021-04-22,2365.5466472092,2333.2349689901,2470.5075127358,2240.7964866808
ETH,2021-04-23,2424.2205214138,2358.3307230314,2645.141826981,2305.7795403965
ETH,2021-04-24,2329.0314833535,2400.1871252625,2441.9569665034,2107.2913726472
ETH,2021-04-25,2271.378121535,2371.5474681884,2372.6390279134,2172.4091466546
ETH,2021-04-26,2276.2280187885,2219.5625181604,2361.7462351617,2169.992059686
ETH,2021-04-27,2515.3095038267,2323.5880412371,2543.4765692276,2307.7168538942
ETH,2021-04-28,2624.3557189947,2534.8911547491,2683.3023428345,2485.4151824697
ETH,2021-04-29,2726.1520318035,2668.8363944373,2763.0208474853,2563.8179880373
ETH,2021-04-30,2760.3349559568,2750.4995848315,2797.02416887,2676.2941652286
ETH,2021-05-01,2751.8717637673,2759.2553611558,2801.3380550741,2728.4684820646
ETH,2021-05-02,2943.1760512939,2774.4351009203,2949.8953341296,2756.9024280481
ETH,2021-05-03,2941.1423331647,2946.2207338561,2985.3174543951,2856.3399334689
ETH,2021-05-04,3393.3273810235,2952.6361959319,3398.2022053087,2952.5721735204
ETH,2021-05-05,3266.4455483605,3433.2022853452,3530.3866284976,3174.547411456
ETH,2021-05-06,3495.9683427626,3242.6972677484,3520.5687156873,3213.386842006
ETH,2021-05-07,3541.9305747705,3526.1280716724,3605.4984362179,3381.0131158151
ETH,2021-05-08,3445.4267389274,3492.1575427475,3589.9008622991,3361.4365362292
ETH,2021-05-09,3882.8052599473,3486.4400126066,3962.1183297692,3456.990602582
ETH,2021-05-10,3896.3218856174,3917.3819059065,3989.9003451667,3750.8201261028
ETH,2021-05-11,3998.9132149877,3928.3513379535,4213.4590629869,3668.9664808106
ETH,2021-05-12,4132.7575457957,3951.9892448369,4158.6644661496,3778.887091335
ETH,2021-05-13,4076.9597105759,4179.9317431649,4382.7258342572,3940.061710986
ETH,2021-05-14,3767.0879847605,3817.1100892111,4044.5751500684,3546.8070181894
ETH,2021-05-15,4100.0274696175,3721.398672992,4179.5078287218,3696.9045989275
ETH,2021-05-16,3746.5762483716,4082.8801208213,4137.8347131536,3659.4085302086
ETH,2021-05-17,3519.1052246467,3650.0222078519,3878.4826088146,3347.6010100135
ETH,2021-05-18,3231.944177145,3583.8626988558,3587.9667468441,3118.6593075103
ETH,2021-05-19,3415.949413392,3283.2858455515,3562.4604866605,3242.6414667335
ETH,2021-05-20,2686.1658605218,3380.3014007439,3443.3606007604,1902.0822713927
ETH,2021-05-21,2744.5236477636,2446.2403061288,3002.1829002854,2183.0523359293
ETH,2021-05-22,2407.4276232666,2777.3961608911,2944.3629902763,2108.2386775965
ETH,2021-05-23,2329.0347280905,2436.7280849715,2489.2332738053,2159.5634172097
ETH,2021-05-24,2080.3714204131,2298.970751444,2383.7598296668,1733.5785410266
ETH,2021-05-25,2539.9978638989,2099.628024501,2678.1397720096,2088.2190831907
ETH,2021-05-26,2691.5372142828,2653.0642894017,2754.0751557136,2387.1266171246
ETH,2021-05-27,2821.622828093,2707.7368872069,2914.8898771361,2651.4664738289
ETH,2021-05-28,2774.5366296328,2889.9272302613,2891.7298225767,2643.0996507089
ETH,2021-05-29,2372.9684320829,2745.5633890519,2763.9836358019,2330.8287597335
ETH,2021-05-30,2281.7697244023,2414.6048120872,2567.6436587576,2209.2062647781
ETH,2021-05-31,2407.6083522386,2281.8124436347,2480.0781090119,2189.9266012991
ETH,2021-06-01,2650.2153535206,2388.281801181,2679.2440420465,2275.6646383954
ETH,2021-06-02,2594.7180822734,2706.8177311503,2740.289807251,2528.0511802361
ETH,2021-06-03,2683.002836929,2634.1457150309,2802.8218083482,2552.8062566987
ETH,2021-06-04,2839.5365832546,2706.4475778648,2890.2156847523,2664.6151993955
ETH,2021-06-05,2731.62833844,2857.2775518205,2860.2461368858,2553.9578611819
ETH,2021-06-06,2574.8653375295,2692.6416235133,2820.2738050072,2558.6095897097
ETH,2021-06-07,2677.9014276621,2630.9854162688,2747.2238713237,2617.4099958258
ETH,2021-06-08,2610.5418189763,2713.0975666877,2847.603234203,2575.3553598092
ETH,2021-06-09,2525.5784844278,2594.7533193195,2622.7768013729,2308.9902213711
ETH,2021-06-10,2603.3259858813,2509.9545447326,2627.5443091898,2409.6910875072
ETH,2021-06-11,2482.1104738648,2611.4177610645,2625.2171781507,2428.5038163207
ETH,2021-06-12,2363.0225009193,2472.3386523368,2498.3874114411,2333.3675231978
ETH,2021-06-13,2379.87497456,2354.8145101256,2454.8125486947,2260.9152723468
ETH,2021-06-14,2520.3766460932,2371.8969753533,2548.6995605069,2311.5982657706
ETH,2021-06-15,2560.1213773409,2509.0333918438,2609.4196768565,2462.63566044
ETH,2021-06-16,2557.9001346791,2582.0679485058,2638.9015482735,2509.1902549522
ETH,2021-06-17,2387.1290757695,2544.3003121526,2555.3141514985,2381.9578104449
ETH,2021-06-18,2342.9100004971,2368.2663736407,2461.1529896492,2306.5867378074
ETH,2021-06-19,2208.3252370951,2373.6549788403,2378.2855522215,2149.1611113969
ETH,2021-06-20,2181.407845179,2235.6721266508,2278.6163863692,2178.8178207288
ETH,2021-06-21,2258.0933038483,2167.3490378249,2276.1619653892,2044.4221961701
ETH,2021-06-22,1880.8371929494,2243.8368782199,2259.4398204202,1874.3840784685
ETH,2021-06-23,1877.2549468501,1886.1386110871,1996.786075065,1711.2326878738
ETH,2021-06-24,1949.3727250359,1880.2634497941,2044.292866763,1823.817847058
ETH,2021-06-25,1980.7225029947,1968.7920753594,2035.4998660412,1886.1379825202
ETH,2021-06-26,1830.6800121565,1989.2439677497,2019.9131014875,1793.0602889996
ETH,2021-06-27,1783.2329210823,1810.0971293202,1852.1233672531,1719.4385678989
ETH,2021-06-28,1946.1526657902,1830.330517619,1948.5458396749,1807.5894379089
ETH,2021-06-29,2096.7913438084,1982.7644594785,2143.5382270674,1962.2847293145
ETH,2021-06-30,2181.5038145863,2083.9630100119,2245.49143477,2075.0068987084
ETH,2021-07-01,2257.3065136491,2164.8266655425,2286.6071008078,2088.8615406966
ETH,2021-07-02,2127.71159805,2275.6890041796,2276.0127121458,2076.6347021653
ETH,2021-07-03,2116.9506026868,2107.2798580994,2138.2513863755,2019.6215918174
ETH,2021-07-04,2197.4317962958,2154.535721546,2237.8682478107,2123.3536669546
ETH,2021-07-05,2366.4015017922,2226.2804754731,2382.8168005139,2189.6336830798
ETH,2021-07-06,2236.6980105497,2321.5582729824,2322.7306043613,2159.6920766154
ETH,2021-07-07,2313.5091511394,2196.6100120506,2348.7197386907,2193.8835540429
ETH,2021-07-08,2330.3799294583,2321.8335613901,2398.5219585414,2294.3231810187
ETH,2021-07-09,2097.3263719587,2317.0042122579,2324.6568222651,2085.8049441718
ETH,2021-07-10,2159.8743034529,2115.8986821425,2183.4843461886,2048.3033197321
ETH,2021-07-11,2113.7265413839,2146.9045783472,2191.3118053585,2075.5169623221
ETH,2021-07-12,2152.3916045837,2110.5623590613,2172.1602529052,2082.0296855053
ETH,2021-07-13,2035.0778418152,2139.9510719316,2167.261181443,2006.717627435
ETH,2021-07-14,1935.5846562342,2031.101765213,2044.8816712155,1917.8429874971
ETH,2021-07-15,2008.5734332562,1940.1117349852,2020.4295610458,1866.109438093
ETH,2021-07-16,1925.2901262112,1995.3618230341,2040.7199651504,1882.4657272139
ETH,2021-07-17,1882.4577697959,1919.2151917049,1965.1927677701,1851.9164140814
ETH,2021-07-18,1901.7229221596,1877.0256251919,1916.6168439046,1849.1497865717
ETH,2021-07-19,1890.6749303755,1900.2353422644,1993.3270015763,1880.7062066399
ETH,2021-07-20,1829.12505726,1891.8721795756,1919.7600096929,1805.1087717042
ETH,2021-07-21,1776.8790098079,1818.9912048006,1842.1887144093,1721.8662268083
ETH,2021-07-22,1968.4738988221,1787.1551583646,2032.8412134046,1755.8374940661
ETH,2021-07-23,2005.7264606435,1996.4642176057,2047.1763803443,1951.5228959998
ETH,2021-07-24,2079.9505524664,2025.4318156905,2094.9623221005,1997.4371927057
ETH,2021-07-25,2167.8214984902,2124.9985006186,2200.9298070657,2106.5469656433
ETH,2021-07-26,2161.0522241053,2186.8363768916,2196.2405130843,2109.1974170756
ETH,2021-07-27,2225.7403376518,2191.7607965912,2431.1244000757,2173.8062957203
ETH,2021-07-28,2300.6113830433,2228.8339869447,2320.0080707252,2153.3192286772
ETH,2021-07-29,2303.3779339871,2301.3688968635,2346.6978971475,2248.1703084501
ETH,2021-07-30,2332.1692736041,2301.3997342721,2343.5710563228,2268.8947339399
ETH,2021-07-31,2435.4986818634,2384.0398192889,2450.3643321284,2319.0332264992
ETH,2021-08-01,2536.6970747464,2461.5361908068,2538.2090621739,2420.8330794327
ETH,2021-08-02,2599.3281481852,2531.487423021,2698.4745999226,2513.7546836682
ETH,2021-08-03,2623.9070486872,2557.628618167,2667.0597965563,2511.8969145816
ETH,2021-08-04,2518.491323059,2608.8825136664,2630.3561703992,2448.801906412
ETH,2021-08-05,2746.4748417821,2509.3104319164,2770.6341732779,2466.2168215201
ETH,2021-08-06,2821.6899316687,2725.4697853143,2843.734977382,2577.8229477258
ETH,2021-08-07,2886.5594821646,2828.0150822505,2947.1597168631,2722.4634399678
ETH,2021-08-08,3103.6878039232,2891.1417968671,3173.7896165284,2865.9200821008
ETH,2021-08-09,3041.472726564,3160.8803015652,3188.9192041464,2948.4289682421
ETH,2021-08-10,3128.8031326763,3012.3675944788,3186.4216713532,2894.9941877238
ETH,2021-08-11,3158.3771970715,3161.6709256619,3234.0963629723,3058.5103230121
ETH,2021-08-12,3176.8917780167,3142.6856340802,3274.7620067108,3129.7113735761
ETH,2021-08-13,3012.4198478581,3163.0360914218,3240.2499064411,2982.3197513781
ETH,2021-08-14,3293.7053433724,3047.9755616452,3297.1819725048,3037.4221953246
ETH,2021-08-15,3256.5208087624,3323.3323648411,3332.0480496718,3208.8364037714
ETH,2021-08-16,3293.3040939776,3265.9785150796,3297.7041946877,3116.2349267241
ETH,2021-08-17,3186.3229365962,3309.9458081252,3336.7787712524,3138.5227454791
ETH,2021-08-18,3040.2666064526,3148.8173942463,3291.0023397431,2995.3315345989
ETH,2021-08-19,3033.5391079745,3012.836870221,3124.8261324581,2953.8974318934
ETH,2021-08-20,3151.8979558512,3017.2719644005,3174.9132067131,2961.3727177075
ETH,2021-08-21,3257.793473329,3183.558118442,3295.7626708201,3177.7452692754
ETH,2021-08-22,3237.727331027,3285.7793244741,3311.5581825297,3216.7145381832
ETH,2021-08-23,3189.140229344,3226.5902285924,3274.0689141467,3131.6819497273
ETH,2021-08-24,3332.9296289115,3240.6835681083,3376.3692617821,3233.2711638037
ETH,2021-08-25,3203.239873866,3322.9404306834,3359.7221436821,3150.9908506412
ETH,2021-08-26,3217.3431127757,3173.5799079962,3249.7364080495,3081.6768162582
ETH,2021-08-27,3135.122534433,3229.5738199807,3251.6808743475,3058.8842390379
ETH,2021-08-28,3269.1327813991,3095.6104380846,3279.386896084,3064.4076738096
ETH,2021-08-29,3232.0760933982,3276.0332712106,3287.0921794323,3213.3307700989
ETH,2021-08-30,3242.238240019,3246.6527156078,3285.7019794782,3155.8365346962
ETH,2021-08-31,3280.4112086047,3225.3629354292,3348.2301801622,3148.532909764
ETH,2021-09-01,3388.026327475,3230.0803891317,3472.8130148826,3191.5826625675
ETH,2021-09-02,3771.5240400537,3431.2468819758,3798.0675940631,3385.6900922094
ETH,2021-09-03,3805.8239680247,3829.3108315463,3836.8201893293,3727.4445029452
ETH,2021-09-04,3879.477514805,3787.6472220381,4028.4943556812,3712.4863913658
ETH,2021-09-05,3891.6780335046,3939.4820377489,3970.381348516,3836.1008397654
ETH,2021-09-06,3934.8672929039,3887.8615559628,3981.1819973726,3836.9374845087
ETH,2021-09-07,3941.1191195842,3951.4560064733,3970.6584192462,3869.9921595855
ETH,2021-09-08,3445.2438374453,3929.2646678393,3949.3384768435,3029.7322588366
ETH,2021-09-09,3559.7175035305,3436.1584218277,3561.9057270766,3220.7844225398
ETH,2021-09-10,3440.9403921012,3501.2282398121,3569.0465338289,3399.5851075464
ETH,2021-09-11,3205.8320881528,3426.8526830046,3512.1036529834,3165.5283788863
ETH,2021-09-12,3279.3623299814,3210.67361798,3348.7285566815,3202.711789321
ETH,2021-09-13,3369.8321738777,3269.4902292247,3454.201403862,3235.0427392111
ETH,2021-09-14,3294.4037580424,3406.801125783,3431.0967603282,3117.2683573842
ETH,2021-09-15,3391.2215166472,3286.5239453007,3408.6123201897,3273.0187539684
ETH,2021-09-16,3587.5492032628,3435.9216937195,3588.223830761,3362.6220814307
ETH,2021-09-17,3550.0201012713,3615.4731223749,3674.8573559477,3492.8254901542
ETH,2021-09-18,3406.7570071271,3569.4132737554,3594.4945254951,3351.8167335881
ETH,2021-09-19,3409.9658497765,3399.5574538037,3542.2660756144,3372.1151874324
ETH,2021-09-20,3304.8232255824,3437.032056786,3457.216648475,3285.2682289913
ETH,2021-09-21,3044.9477489064,3329.3476599788,3345.2098733457,2924.4873229084
ETH,2021-09-22,2773.595801765,2978.0942015426,3090.2560699002,2654.7351473543
ETH,2021-09-23,3069.8045586573,2765.0815135454,3089.9733846071,2743.8087004128
ETH,2021-09-24,3145.5382664538,3079.5756563323,3175.2143584189,3037.5362260555
ETH,2021-09-25,2951.2570926646,3155.4541802022,3161.1222383764,2739.3797042916
ETH,2021-09-26,2938.9651350871,2931.9476448078,2969.7960686628,2808.1775832875
ETH,2021-09-27,3084.3456571158,2925.8049740506,3117.5741015544,2744.3606323148
ETH,2021-09-28,3006.2755037232,3062.1565251815,3166.1748687684,2949.5454969207
ETH,2021-09-29,2854.574754792,2927.1936238989,2971.0921360305,2806.1603967644
ETH,2021-09-30,2838.9497471846,2807.2830714315,2949.3738858738,2784.8845092972
ETH,2021-10-01,3007.9842973048,2850.6161216444,3048.2454501067,2838.486916365
ETH,2021-10-02,3277.4128731942,3001.1118563926,3330.1097921277,2982.0687157591
ETH,2021-10-03,3432.6380162868,3309.7294426188,3467.4300801806,3259.4129061628
ETH,2021-10-04,3419.70727399,3386.8439611206,3485.6964068976,3360.1274689375
ETH,2021-10-05,3371.9418350763,3418.419639266,3433.0085532395,3275.9169146929
ETH,2021-10-06,3518.80317957,3386.0052436968,3544.8101869057,3365.4393609179
ETH,2021-10-07,3585.0117205151,3515.0355808291,3629.2771169638,3345.5453898041
ETH,2021-10-08,3592.2066490037,3573.0272731514,3648.3354407828,3470.5380965259
ETH,2021-10-09,3588.9761246474,3585.3718676184,3666.4767298609,3548.2936280258
ETH,2021-10-10,3580.1632980418,3561.746748031,3631.5531112138,3538.6362965141
ETH,2021-10-11,3443.6778320688,3574.3713688387,3600.8841718965,3433.4939424
ETH,2021-10-12,3524.2971041344,3415.5516724339,3623.5231007484,3374.0069701138
ETH,2021-10-13,3494.0233533666,3542.346832685,3547.8192489104,3407.8862060372
ETH,2021-10-14,3589.3923186399,3491.4746787054,3593.1262680869,3412.3766389646
ETH,2021-10-15,3771.8576435164,3606.3776140923,3823.7339530521,3587.6815980218
ETH,2021-10-16,3844.3880062748,3790.7659219654,3901.1424081481,3734.4958600924
ETH,2021-10-17,3814.2844394519,3866.7830881784,3965.9430131005,3801.4094044544
ETH,2021-10-18,3809.7312583415,3826.3420989681,3914.6410535223,3648.6586847784
ETH,2021-10-19,3721.4161171028,3845.8902653112,3891.8807456636,3677.5007166245
ETH,2021-10-20,3841.8491743407,3745.4105016455,3859.179238269,3733.1727228148
ETH,2021-10-21,4132.6690911935,3877.0822323159,4140.8077596113,3830.5066543595
ETH,2021-10-22,4080.6801005526,4159.9841975339,4370.1418877892,4024.7404033416
ETH,2021-10-23,3971.8262318106,4052.9196497715,4166.5099930654,3893.2339019591
ETH,2021-10-24,4117.2516983836,3972.0687144437,4131.4609831965,3939.4779180739
ETH,2021-10-25,4071.0885659271,4168.6043188753,4186.1037171576,3963.9420584513
ETH,2021-10-26,4216.9683508407,4082.8750477935,4235.2361671117,4069.5356011407
ETH,2021-10-27,4141.3892362146,4219.9048892261,4295.2108600211,4108.5544916459
ETH,2021-10-28,3974.0456985934,4131.6973726809,4302.1762194349,3942.2833903454
ETH,2021-10-29,4259.1080784261,3926.1114267184,4294.8190920996,3895.7519361139
ETH,2021-10-30,4415.4553795432,4288.1095816441,4459.9217168021,4268.3602973967
ETH,2021-10-31,4263.4033312423,4417.7127501003,4432.4121889968,4252.312707128
ETH,2021-11-01,4298.4321325646,4325.1035437933,4395.6173392558,4169.0329145652
